League,Team,Player,Nation,pos_nan_nan,Age,MatchesPlayed,MinutesPlayed,Goals,Assists,Sot%,SoT/90,xG,keyPasses,FinalThirdPasses,PrgP,TklW,Tkl%,BloackPass,Interception
FRA-Ligue 1,Saint-Étienne,Léo Pétrot,FRA,DF,28-034,31,2634,0,3,42.9,0.1,0.6,16.0,73.0,93.0,39,66.7,23,42.0
FRA-Ligue 1,Saint-Étienne,Marwann Nzuzi,FRA,DF,21-003,2,125,0,0,50.0,0.72,0.0,1.0,3.0,2.0,2,50.0,0,2.0
FRA-Ligue 1,Saint-Étienne,Mathieu Cafaro,FRA,"MF,FW",28-055,15,732,1,0,43.5,1.23,1.5,13.0,12.0,16.0,7,26.7,6,7.0
FRA-Ligue 1,Saint-Étienne,Mathis Amougou,FRA,MF,19-121,17,859,0,0,14.3,0.1,0.5,7.0,23.0,36.0,15,52.6,10,12.0
FRA-Ligue 1,Saint-Étienne,Maxime Bernauer,FRA,DF,26-322,11,763,0,0,0.0,0.0,0.1,1.0,36.0,41.0,9,62.5,4,5.0
FRA-Ligue 1,Saint-Étienne,Mickael Nade,FRA,DF,26-076,26,2306,1,2,40.0,0.08,0.7,7.0,73.0,72.0,43,77.8,18,33.0
FRA-Ligue 1,Saint-Étienne,Pierre Ekwah Elimby,FRA,MF,23-124,29,2575,1,0,24.0,0.21,0.7,16.0,144.0,146.0,33,60.7,14,47.0
FRA-Ligue 1,Saint-Étienne,Yunis Abdelhamid,MAR,DF,37-233,16,1033,0,0,50.0,0.09,0.2,2.0,28.0,22.0,11,62.5,8,14.0
FRA-Ligue 1,Saint-Étienne,Yvann Macon,FRA,DF,26-230,12,790,0,0,20.0,0.23,0.3,6.0,30.0,46.0,11,47.6,10,2.0
FRA-Ligue 1,Saint-Étienne,Zuriko Davitashvili,GEO,"FW,MF",24-093,33,2778,9,8,35.3,0.78,8.1,50.0,38.0,73.0,14,30.6,20,14.0
FRA-Ligue 1,Strasbourg,Abakar Sylla,CIV,DF,22-145,21,950,1,0,20.0,0.09,0.4,1.0,21.0,21.0,15,88.2,8,11.0
FRA-Ligue 1,Strasbourg,Andrey Santos,BRA,MF,21-016,32,2855,10,3,34.8,0.5,5.1,27.0,141.0,149.0,74,58.6,32,32.0
FRA-Ligue 1,Strasbourg,Caleb Wiley,USA,"DF,MF",20-148,6,266,0,1,0.0,0.0,0.0,2.0,2.0,7.0,0,0.0,2,4.0
FRA-Ligue 1,Strasbourg,Diego Moreira,POR,"DF,MF",20-286,32,2568,2,7,32.0,0.28,2.0,30.0,30.0,87.0,28,48.0,19,35.0
FRA-Ligue 1,Strasbourg,Dilane Bakwa,FRA,"MF,DF",22-266,30,2497,6,8,42.3,0.79,4.7,47.0,67.0,129.0,14,50.0,20,15.0
FRA-Ligue 1,Strasbourg,Emanuel Emegha,NED,FW,22-105,27,2293,14,3,57.4,1.37,17.0,18.0,4.0,14.0,6,33.3,13,1.0
FRA-Ligue 1,Strasbourg,Félix Lemaréchal,FRA,"MF,FW",21-285,27,1779,4,3,36.0,0.46,3.5,29.0,35.0,58.0,24,48.3,31,14.0
FRA-Ligue 1,Strasbourg,Guela Doué,CIV,DF,22-214,32,2717,1,2,33.3,0.2,0.8,11.0,153.0,173.0,45,68.5,32,34.0
FRA-Ligue 1,Strasbourg,Guimissongui Ouattara,FRA,"DF,FW",19-209,17,471,1,1,40.0,0.38,0.3,3.0,11.0,18.0,4,60.0,10,9.0
FRA-Ligue 1,Strasbourg,Habib Diarra,SEN,"MF,FW",21-136,30,2352,4,5,40.0,0.38,3.3,27.0,64.0,116.0,13,40.0,16,13.0
FRA-Ligue 1,Strasbourg,Ismaël Doukouré,FRA,"DF,MF",21-299,31,2639,1,1,33.3,0.03,0.6,11.0,101.0,116.0,22,68.0,17,25.0
FRA-Ligue 1,Strasbourg,Jérémy Sebas,MTQ,"FW,MF",22-035,13,190,0,0,33.3,0.95,0.7,1.0,4.0,3.0,2,66.7,2,0.0
FRA-Ligue 1,Strasbourg,Mamadou Sarr,FRA,DF,19-263,27,2365,0,1,0.0,0.0,0.8,5.0,60.0,52.0,21,66.7,6,25.0
FRA-Ligue 1,Strasbourg,Marvin Senaya,TOG,DF,24-111,10,227,0,0,0.0,0.0,0.0,2.0,6.0,5.0,3,50.0,4,7.0
FRA-Ligue 1,Strasbourg,Saidou Sow,GUI,DF,22-319,12,1018,0,1,25.0,0.09,0.3,2.0,12.0,16.0,5,50.0,6,15.0
FRA-Ligue 1,Strasbourg,Samuel Amo-Ameyaw,ENG,"DF,MF",18-305,9,320,2,0,77.8,1.97,0.7,5.0,4.0,12.0,3,22.2,3,3.0
FRA-Ligue 1,Strasbourg,Sebastian Nanasi,SWE,"MF,FW",23-003,31,2107,6,4,42.9,0.51,6.5,37.0,74.0,126.0,13,36.4,21,7.0
FRA-Ligue 1,Strasbourg,Sekou Mara,FRA,"FW,MF",22-293,25,768,1,1,26.3,0.59,2.0,5.0,9.0,11.0,6,33.3,11,3.0
FRA-Ligue 1,Strasbourg,Valentín Barco,ARG,"MF,DF",20-300,14,1157,0,2,10.0,0.08,0.5,8.0,54.0,64.0,22,73.3,5,13.0
FRA-Ligue 1,Toulouse,Aron Dønnum,NOR,"DF,MF",27-029,32,2689,2,2,16.1,0.17,2.1,45.0,73.0,126.0,35,56.4,25,28.0
FRA-Ligue 1,Toulouse,Charlie Cresswell,ENG,DF,22-275,31,2592,3,1,40.6,0.45,3.3,5.0,61.0,69.0,23,60.9,16,28.0
FRA-Ligue 1,Toulouse,Cristian Cásseres Jr.,VEN,MF,25-119,32,2696,1,3,29.4,0.17,1.0,27.0,89.0,128.0,61,52.3,26,42.0
FRA-Ligue 1,Toulouse,Denis Genreau,AUS,MF,25-363,8,222,0,0,0.0,0.0,0.3,5.0,7.0,13.0,5,50.0,3,3.0
FRA-Ligue 1,Toulouse,Djibril Sidibé,FRA,DF,32-294,28,2101,0,3,20.0,0.04,0.4,18.0,89.0,121.0,36,62.0,8,20.0
FRA-Ligue 1,Toulouse,Frank Magri,CMR,"FW,MF",25-257,31,1516,5,1,40.9,1.07,6.0,9.0,15.0,25.0,2,37.5,14,4.0
FRA-Ligue 1,Toulouse,Gabriel Suazo,CHI,DF,27-283,30,2163,0,6,57.1,0.17,0.8,40.0,75.0,109.0,39,41.7,24,36.0
FRA-Ligue 1,Toulouse,Jaydee Canvot,FRA,"DF,MF",18-294,18,1106,0,0,20.0,0.08,0.2,4.0,42.0,41.0,11,66.7,8,11.0
FRA-Ligue 1,Toulouse,Joshua King,NOR,"FW,MF",33-124,28,1673,6,3,40.0,1.08,6.6,17.0,13.0,29.0,11,41.7,7,6.0
FRA-Ligue 1,Toulouse,Mark McKenzie,USA,DF,26-083,30,2496,1,1,25.0,0.07,1.4,4.0,101.0,97.0,31,73.3,13,22.0
FRA-Ligue 1,Toulouse,Miha Zajc,SVN,MF,30-322,19,262,0,0,33.3,0.69,0.2,3.0,16.0,24.0,4,60.0,1,3.0
FRA-Ligue 1,Toulouse,Niklas Schmidt,GER,MF,27-079,9,205,0,1,33.3,0.44,0.1,5.0,23.0,23.0,4,57.1,0,1.0
FRA-Ligue 1,Toulouse,Noah Edjouma,FRA,"MF,FW",19-227,10,171,2,0,60.0,1.58,1.3,1.0,2.0,7.0,2,50.0,0,2.0
FRA-Ligue 1,Toulouse,Rafik Messali,FRA,DF,22-021,13,456,0,1,0.0,0.0,0.3,11.0,15.0,21.0,8,87.5,8,10.0
FRA-Ligue 1,Toulouse,Rasmus Nicolaisen,DEN,DF,28-064,7,623,0,1,0.0,0.0,0.4,2.0,20.0,27.0,3,60.0,5,10.0
FRA-Ligue 1,Toulouse,Shavy Babicka,GAB,"MF,FW",24-352,30,1186,4,2,45.0,0.68,3.9,13.0,8.0,21.0,12,47.6,14,3.0
FRA-Ligue 1,Toulouse,Vincent Sierro,SUI,MF,29-223,29,2402,5,1,23.3,0.26,4.2,30.0,102.0,147.0,27,48.2,25,16.0
FRA-Ligue 1,Toulouse,Waren Kamanzi,NOR,"DF,MF",24-189,24,1022,1,1,28.6,0.18,1.3,12.0,27.0,33.0,13,50.0,4,9.0
FRA-Ligue 1,Toulouse,Yann Gboho,FRA,"MF,FW",24-125,31,2333,5,4,52.0,1.0,5.4,30.0,53.0,103.0,18,40.0,20,6.0
FRA-Ligue 1,Toulouse,Zakaria Aboukhlal,MAR,"MF,FW",25-090,26,1901,7,2,41.9,1.23,10.2,12.0,16.0,22.0,13,17.4,15,6.0
FRA-Ligue 1,Toulouse,Ümit Akdag,ROU,DF,21-225,9,500,0,0,0.0,0.0,0.1,2.0,18.0,29.0,4,41.7,2,11.0
GER-Bundesliga,Augsburg,Alexis Claude-Maurice,FRA,"MF,FW",26-347,28,2109,9,2,37.3,0.94,4.7,21.0,38.0,61.0,26,50.0,16,15.0
GER-Bundesliga,Augsburg,Arne Maier,GER,MF,26-131,28,938,0,0,33.3,0.58,1.5,25.0,40.0,44.0,7,53.8,14,6.0
GER-Bundesliga,Augsburg,Chrislain Matsima,FRA,DF,23-004,30,2551,1,1,14.3,0.07,1.8,5.0,95.0,84.0,20,65.4,19,52.0
GER-Bundesliga,Augsburg,Dimitris Giannoulis,GRE,DF,29-214,31,2650,1,4,30.8,0.14,1.1,42.0,71.0,104.0,32,59.1,38,47.0
GER-Bundesliga,Augsburg,Elvis Rexhbeçaj,KVX,MF,27-199,27,1785,1,1,17.2,0.25,1.4,16.0,39.0,94.0,19,42.9,31,16.0
GER-Bundesliga,Augsburg,Frank Onyeka,NGA,MF,27-138,31,2586,0,1,25.0,0.21,1.4,17.0,70.0,106.0,45,55.0,27,36.0
GER-Bundesliga,Augsburg,Fredrik Jensen,FIN,MF,27-252,20,763,0,0,0.0,0.0,0.7,11.0,8.0,20.0,7,80.0,9,4.0
GER-Bundesliga,Augsburg,Henri Koudossou,GER,DF,25-258,21,748,0,0,0.0,0.0,0.1,10.0,10.0,23.0,10,57.9,6,15.0
GER-Bundesliga,Augsburg,Jeffrey Gouweleeuw,NED,DF,33-313,33,2944,1,4,23.5,0.12,1.7,14.0,151.0,142.0,28,67.5,19,35.0
GER-Bundesliga,Augsburg,Keven Schlotterbeck,GER,DF,28-021,18,1297,3,1,33.3,0.28,0.8,7.0,40.0,59.0,17,75.0,7,15.0
GER-Bundesliga,Augsburg,Kristijan Jakić,CRO,MF,28-005,31,2306,0,1,22.2,0.16,0.8,16.0,95.0,106.0,23,51.2,33,28.0
GER-Bundesliga,Augsburg,Mads Pedersen,DEN,DF,28-260,7,235,0,0,0.0,0.0,0.1,0.0,7.0,11.0,7,80.0,4,2.0
GER-Bundesliga,Augsburg,Marius Wolf,GER,DF,29-357,32,2144,1,3,16.7,0.08,0.7,45.0,76.0,117.0,16,37.2,24,24.0
GER-Bundesliga,Augsburg,Maximilian Bauer,GER,DF,25-099,11,658,0,0,100.0,0.14,0.2,2.0,31.0,30.0,8,64.3,6,6.0
GER-Bundesliga,Augsburg,Mert Kömür,GER,MF,19-306,20,654,2,1,53.8,0.96,1.1,13.0,3.0,11.0,2,0.0,6,3.0
GER-Bundesliga,Augsburg,Noahkai Banks,USA,DF,18-169,8,278,0,0,0.0,0.0,0.1,0.0,5.0,8.0,5,42.9,3,5.0
GER-Bundesliga,Augsburg,Phillip Tietz,GER,FW,27-314,34,1686,7,2,37.3,1.01,6.1,22.0,18.0,29.0,6,62.5,9,5.0
GER-Bundesliga,Augsburg,Robert Gumny,POL,DF,26-349,7,271,0,0,50.0,0.66,0.3,3.0,6.0,10.0,3,33.3,2,1.0
GER-Bundesliga,Augsburg,Ruben Vargas,SUI,"MF,FW",26-287,8,305,0,0,11.1,0.3,0.7,6.0,7.0,13.0,1,25.0,1,2.0
GER-Bundesliga,Augsburg,Samuel Essende,COD,FW,27-116,30,1636,7,2,29.5,0.72,4.2,11.0,11.0,21.0,6,75.0,11,0.0
GER-Bundesliga,Augsburg,Steve Mounié,BEN,"FW,MF",30-232,16,347,1,0,31.8,1.82,3.2,1.0,5.0,11.0,4,0.0,0,1.0
GER-Bundesliga,Augsburg,Tim Breithaupt,GER,MF,23-101,2,120,0,1,0.0,0.0,0.1,1.0,10.0,10.0,1,0.0,1,2.0
GER-Bundesliga,Bayern Munich,Aleksandar Pavlovic,GER,MF,21-016,21,1451,1,0,44.4,0.25,0.6,7.0,169.0,128.0,21,68.8,15,5.0
GER-Bundesliga,Bayern Munich,Alphonso Davies,CAN,DF,24-198,19,1560,1,2,17.6,0.17,1.2,27.0,95.0,120.0,17,65.4,13,13.0
GER-Bundesliga,Bayern Munich,Dayot Upamecano,FRA,DF,26-204,20,1759,2,0,46.2,0.31,1.2,7.0,197.0,137.0,22,55.2,10,34.0
GER-Bundesliga,Bayern Munich,Eric Dier,ENG,DF,31-124,21,1463,2,1,55.6,0.31,1.1,3.0,133.0,73.0,11,65.0,11,20.0
GER-Bundesliga,Bayern Munich,Harry Kane,ENG,FW,31-295,31,2381,26,9,42.9,1.7,20.3,35.0,56.0,97.0,11,33.3,14,2.0
GER-Bundesliga,Bayern Munich,Hiroki Ito,JPN,DF,26-007,6,250,1,0,100.0,0.36,0.4,3.0,14.0,18.0,0,100.0,1,6.0
GER-Bundesliga,Bayern Munich,Jamal Musiala,GER,MF,22-082,25,1798,12,2,45.6,1.55,9.3,41.0,75.0,107.0,21,41.4,30,8.0
GER-Bundesliga,Bayern Munich,Joshua Kimmich,GER,MF,30-100,33,2847,3,7,29.4,0.32,1.8,83.0,437.0,362.0,29,60.0,20,25.0
GER-Bundesliga,Bayern Munich,Josip Stanišić,CRO,DF,25-047,14,876,0,2,0.0,0.0,0.3,14.0,77.0,76.0,11,46.7,4,6.0
GER-Bundesliga,Bayern Munich,João Palhinha,POR,MF,29-314,17,673,0,0,30.0,0.4,0.7,4.0,47.0,32.0,14,68.8,12,4.0
GER-Bundesliga,Bayern Munich,Kim Min-jae,KOR,DF,28-185,27,2283,2,0,71.4,0.2,1.6,6.0,236.0,181.0,20,52.4,13,37.0
GER-Bundesliga,Bayern Munich,Kingsley Coman,FRA,FW,28-340,28,1282,5,4,38.6,1.19,4.3,32.0,26.0,45.0,12,66.7,12,8.0
GER-Bundesliga,Bayern Munich,Konrad Laimer,AUT,DF,27-357,29,1699,2,2,33.3,0.32,2.1,20.0,104.0,141.0,27,47.9,23,8.0
GER-Bundesliga,Bayern Munich,Leon Goretzka,GER,"MF,DF",30-102,26,1325,4,1,34.4,0.75,2.8,12.0,147.0,127.0,11,50.0,20,20.0
GER-Bundesliga,Bayern Munich,Leroy Sané,GER,FW,29-128,30,1637,11,5,43.3,1.59,10.2,36.0,24.0,64.0,15,52.2,8,7.0
GER-Bundesliga,Bayern Munich,Mathys Tel,FRA,"FW,MF",20-022,8,256,0,1,30.0,1.05,0.7,1.0,5.0,9.0,5,22.2,7,2.0
GER-Bundesliga,Bayern Munich,Michael Olise,FRA,"FW,MF",23-158,34,2334,12,15,41.9,1.39,9.7,90.0,89.0,184.0,23,44.7,22,8.0
GER-Bundesliga,Bayern Munich,Raphaël Guerreiro,POR,"DF,MF",31-148,23,1572,4,4,52.4,0.63,2.9,27.0,77.0,85.0,12,75.0,9,10.0
GER-Bundesliga,Bayern Munich,Sacha Boey,FRA,DF,24-248,13,593,0,2,33.3,0.15,0.1,3.0,45.0,39.0,5,72.2,6,2.0
GER-Bundesliga,Bayern Munich,Serge Gnabry,GER,"FW,MF",29-309,27,1242,7,5,35.4,1.23,7.5,24.0,21.0,48.0,11,66.7,11,6.0
GER-Bundesliga,Bayern Munich,Thomas Müller,GER,"MF,FW",35-248,30,1225,1,4,36.7,0.81,3.8,35.0,24.0,50.0,5,25.0,10,2.0
GER-Bundesliga,Bochum,Anthony Losilla,FRA,MF,39-070,21,1137,0,0,0.0,0.0,0.1,7.0,23.0,45.0,16,51.5,15,18.0
GER-Bundesliga,Bochum,Bernardo,BRA,DF,30-005,21,1782,0,0,25.0,0.1,0.7,4.0,99.0,100.0,28,73.0,21,26.0
GER-Bundesliga,Bochum,Cristian Gamboa,CRC,DF,35-207,12,226,1,0,25.0,0.4,0.2,3.0,3.0,5.0,3,33.3,2,2.0
GER-Bundesliga,Bochum,Dani de Wit,NED,"MF,FW",27-111,28,1153,2,1,35.0,0.55,2.1,10.0,24.0,33.0,17,58.1,13,12.0
GER-Bundesliga,Bochum,Erhan Mašović,SRB,DF,26-178,16,910,1,1,57.1,0.4,0.6,3.0,28.0,35.0,10,46.4,6,12.0
GER-Bundesliga,Bochum,Felix Passlack,GER,"DF,MF",26-355,31,2334,1,6,23.1,0.23,1.3,25.0,58.0,65.0,23,54.5,31,18.0
GER-Bundesliga,Bochum,Gerrit Holtmann,PHI,"DF,FW",30-055,23,1136,2,1,25.8,0.63,2.0,20.0,16.0,33.0,19,50.0,13,16.0
GER-Bundesliga,Bochum,Giorgos Masouras,GRE,"FW,MF",31-138,14,1055,2,1,50.0,1.28,3.9,10.0,11.0,19.0,10,43.8,8,4.0
GER-Bundesliga,Bochum,Ibrahima Sissoko,MLI,MF,27-204,32,2610,2,1,32.0,0.28,1.7,27.0,77.0,105.0,44,53.3,28,36.0
GER-Bundesliga,Bochum,Ivan Ordets,UKR,DF,32-315,22,1861,0,0,0.0,0.0,0.7,7.0,31.0,48.0,8,76.9,13,41.0
GER-Bundesliga,Bochum,Jakov Medić,CRO,DF,26-254,23,1603,1,0,21.4,0.17,0.9,3.0,31.0,27.0,11,44.4,11,22.0
GER-Bundesliga,Bochum,Koji Miyoshi,JPN,"FW,MF",28-054,15,464,1,0,41.7,0.97,1.1,5.0,10.0,15.0,5,44.4,9,2.0
GER-Bundesliga,Bochum,Lukas Daschner,GER,"MF,FW",26-230,14,412,1,1,50.0,0.87,2.7,6.0,9.0,11.0,2,22.2,5,0.0
GER-Bundesliga,Bochum,Mats Pannewig,GER,MF,20-203,14,267,0,0,33.3,1.01,0.8,1.0,4.0,10.0,6,25.0,7,2.0
GER-Bundesliga,Bochum,Matúš Bero,SVK,MF,29-255,30,2565,5,2,38.7,0.42,4.0,54.0,104.0,143.0,35,48.3,28,17.0
GER-Bundesliga,Bochum,Maximilian Wittek,GER,DF,29-271,33,2706,0,0,17.1,0.23,1.4,46.0,114.0,141.0,42,70.4,46,27.0
GER-Bundesliga,Bochum,Moritz Broschinski,GER,"FW,MF",24-238,33,1390,1,3,28.9,0.71,4.2,13.0,9.0,20.0,14,40.0,18,1.0
GER-Bundesliga,Bochum,Moritz-Broni Kwarteng,GHA,"MF,FW",27-021,7,172,0,0,16.7,0.52,0.2,4.0,7.0,12.0,3,50.0,0,0.0
GER-Bundesliga,Bochum,Myron Boadu,NED,FW,24-125,19,1042,9,1,48.1,1.12,7.7,11.0,7.0,18.0,1,20.0,3,1.0
GER-Bundesliga,Bochum,Philipp Hofmann,GER,FW,32-050,32,2277,3,3,35.2,0.75,5.5,26.0,40.0,53.0,12,53.3,13,4.0
GER-Bundesliga,Bochum,Tim Oermann,GER,DF,21-225,29,2213,0,2,0.0,0.0,0.2,7.0,50.0,61.0,31,60.5,16,22.0
GER-Bundesliga,Bochum,Tom Krauß,GER,MF,23-331,14,1077,0,0,18.2,0.17,0.4,12.0,76.0,84.0,18,50.0,24,11.0
GER-Bundesliga,Dortmund,Carney Chukwuemeka,ENG,MF,21-211,10,253,1,0,25.0,0.71,0.6,7.0,8.0,18.0,5,100.0,5,1.0
GER-Bundesliga,Dortmund,Daniel Svensson,SWE,"DF,FW",23-096,12,781,1,3,33.3,0.23,0.8,10.0,29.0,41.0,11,63.6,6,5.0
GER-Bundesliga,Dortmund,Donyell Malen,NED,"FW,MF",26-130,14,614,3,0,31.6,0.88,2.9,1.0,6.0,17.0,0,0.0,2,3.0
GER-Bundesliga,Dortmund,Emre Can,GER,"DF,MF",31-127,31,2105,3,0,14.3,0.04,2.0,8.0,119.0,116.0,28,50.0,14,20.0
GER-Bundesliga,Dortmund,Felix Nmecha,GER,MF,24-221,26,1509,4,1,33.3,0.36,1.3,14.0,91.0,85.0,22,54.5,15,23.0
GER-Bundesliga,Dortmund,Gio Reyna,USA,MF,22-187,16,350,2,0,66.7,0.51,0.2,2.0,17.0,22.0,0,80.0,2,0.0
GER-Bundesliga,Dortmund,Jamie Gittens,ENG,"FW,MF",20-284,32,1776,8,3,46.2,1.22,3.6,21.0,17.0,42.0,19,77.8,16,10.0
GER-Bundesliga,Dortmund,Julian Brandt,GER,MF,29-017,30,2303,5,10,33.3,0.59,4.8,61.0,94.0,149.0,11,34.9,17,14.0
GER-Bundesliga,Dortmund,Julian Ryerson,NOR,DF,27-183,29,2259,2,3,27.8,0.2,0.7,36.0,82.0,92.0,30,56.8,27,22.0
GER-Bundesliga,Dortmund,Julien Duranville,BEL,"FW,MF",19-014,12,283,0,0,40.0,0.64,0.2,1.0,3.0,7.0,0,50.0,1,0.0
GER-Bundesliga,Dortmund,Karim Adeyemi,GER,"FW,MF",23-121,25,1433,7,6,39.1,1.13,5.5,28.0,10.0,28.0,14,40.0,13,7.0
GER-Bundesliga,Dortmund,Marcel Sabitzer,AUT,MF,31-063,26,1616,1,0,38.1,0.45,1.8,12.0,75.0,97.0,19,59.3,13,10.0
GER-Bundesliga,Dortmund,Maximilian Beier,GER,"FW,MF",22-214,29,1591,8,5,31.0,0.74,7.7,24.0,13.0,33.0,16,38.7,14,7.0
GER-Bundesliga,Dortmund,Nico Schlotterbeck,GER,DF,25-169,23,1982,0,4,23.5,0.18,1.3,18.0,226.0,195.0,24,60.0,16,22.0
GER-Bundesliga,Dortmund,Niklas Süle,GER,DF,29-258,15,1053,0,0,22.2,0.17,0.6,3.0,74.0,47.0,12,71.4,5,4.0
GER-Bundesliga,Dortmund,Pascal Groß,GER,"MF,DF",33-338,30,2327,0,9,25.9,0.27,2.4,57.0,120.0,178.0,28,29.4,33,9.0
GER-Bundesliga,Dortmund,Ramy Bensebaini,ALG,DF,30-033,31,2022,1,6,10.0,0.09,1.3,15.0,116.0,128.0,25,64.7,33,33.0
GER-Bundesliga,Dortmund,Serhou Guirassy,GUI,FW,29-068,30,2598,21,4,38.4,1.14,22.7,25.0,28.0,43.0,6,40.0,7,4.0
GER-Bundesliga,Dortmund,Waldemar Anton,GER,DF,28-303,26,1949,2,2,15.8,0.14,1.7,6.0,124.0,117.0,21,73.9,17,30.0
GER-Bundesliga,Dortmund,Yan Couto,BRA,"DF,FW",22-350,21,895,0,0,33.3,0.2,0.3,12.0,51.0,68.0,16,56.0,11,10.0
GER-Bundesliga,Eint Frankfurt,Ansgar Knauff,GER,"MF,DF",23-129,30,1597,4,5,30.0,0.51,4.9,27.0,17.0,58.0,22,46.2,19,12.0
GER-Bundesliga,Eint Frankfurt,Arthur Theate,BEL,DF,24-359,31,2704,0,0,25.0,0.3,2.4,13.0,184.0,171.0,25,50.0,23,39.0
GER-Bundesliga,Eint Frankfurt,Can Uzun,TUR,"MF,FW",19-189,20,675,4,1,40.7,1.47,3.0,14.0,25.0,42.0,4,50.0,9,1.0
GER-Bundesliga,Eint Frankfurt,Ellyes Skhiri,TUN,MF,30-009,30,2231,1,2,15.4,0.08,1.4,22.0,82.0,105.0,22,40.9,23,31.0
GER-Bundesliga,Eint Frankfurt,Elye Wahi,FRA,"FW,MF",22-137,8,196,0,0,22.2,0.92,1.3,1.0,2.0,5.0,0,0.0,1,0.0
GER-Bundesliga,Eint Frankfurt,Fares Chaïbi,ALG,"MF,FW",22-172,26,1013,1,3,24.0,0.53,2.6,24.0,31.0,52.0,9,35.0,10,10.0
GER-Bundesliga,Eint Frankfurt,Hugo Ekitike,FRA,FW,22-333,33,2563,15,8,38.6,1.55,21.6,44.0,24.0,53.0,12,33.3,12,7.0
GER-Bundesliga,Eint Frankfurt,Hugo Larsson,SWE,MF,20-326,33,2393,3,1,47.6,0.38,3.1,21.0,89.0,121.0,27,50.0,31,30.0
GER-Bundesliga,Eint Frankfurt,Igor Matanovic,CRO,FW,22-049,16,312,1,0,33.3,1.15,1.1,1.0,8.0,6.0,0,0.0,3,1.0
GER-Bundesliga,Eint Frankfurt,Jean Mattéo Bahoya,FRA,"MF,FW",20-012,24,921,2,3,30.0,0.29,1.9,18.0,15.0,28.0,18,61.5,12,4.0
GER-Bundesliga,Eint Frankfurt,Junior Dina Ebimbe,FRA,"MF,FW",24-179,7,293,0,1,0.0,0.0,0.9,3.0,1.0,3.0,2,33.3,4,7.0
GER-Bundesliga,Eint Frankfurt,Mahmoud Dahoud,GER,MF,29-138,9,364,1,1,28.6,0.49,0.5,8.0,10.0,17.0,4,66.7,4,2.0
GER-Bundesliga,Eint Frankfurt,Mario Götze,GER,"MF,FW",32-350,24,1542,3,2,62.5,0.29,2.9,34.0,56.0,88.0,28,41.7,14,7.0
GER-Bundesliga,Eint Frankfurt,Michy Batshuayi,BEL,FW,31-229,10,300,3,0,60.0,0.9,1.2,1.0,4.0,8.0,1,100.0,2,1.0
GER-Bundesliga,Eint Frankfurt,Nathaniel Brown,GER,"DF,MF",21-337,26,1947,3,6,38.5,0.23,2.2,39.0,35.0,63.0,42,80.0,30,15.0
GER-Bundesliga,Eint Frankfurt,Niels Nkounkou,FRA,"DF,MF",24-199,12,382,0,0,0.0,0.0,0.2,9.0,11.0,15.0,10,57.1,3,7.0
GER-Bundesliga,Eint Frankfurt,Nnamdi Collins,GER,DF,21-129,24,1489,1,1,40.0,0.12,0.8,2.0,53.0,63.0,24,77.3,11,16.0
GER-Bundesliga,Eint Frankfurt,Omar Marmoush,EGY,FW,26-101,17,1448,15,9,45.3,2.11,8.8,34.0,30.0,50.0,8,42.9,6,2.0
GER-Bundesliga,Eint Frankfurt,Oscar Højlund,DEN,MF,20-135,20,722,1,0,33.3,0.25,1.0,6.0,30.0,49.0,12,50.0,8,5.0
GER-Bundesliga,Eint Frankfurt,Rasmus Kristensen,DEN,DF,27-312,30,2513,5,3,33.3,0.29,2.5,20.0,134.0,172.0,33,59.7,37,20.0
GER-Bundesliga,Eint Frankfurt,Robin Koch,GER,DF,28-306,30,2586,3,0,40.0,0.21,1.7,7.0,98.0,93.0,11,45.5,14,25.0
GER-Bundesliga,Eint Frankfurt,Tuta,BRA,"DF,MF",25-319,30,2274,2,1,38.5,0.2,1.1,4.0,79.0,78.0,27,70.0,21,40.0
GER-Bundesliga,Freiburg,Christian Günter,GER,DF,32-080,29,2314,2,2,28.6,0.23,0.8,28.0,53.0,52.0,21,55.2,14,8.0
GER-Bundesliga,Freiburg,Eren Dinkçi,GER,"MF,FW",23-157,23,1196,0,3,21.4,0.23,1.1,23.0,24.0,35.0,13,30.4,20,7.0
GER-Bundesliga,Freiburg,Florent Muslija,KVX,"FW,MF",26-317,9,168,0,0,66.7,1.07,0.3,3.0,1.0,7.0,4,100.0,0,1.0
GER-Bundesliga,Freiburg,Jan-Niklas Beste,GER,"FW,MF",26-135,12,212,0,1,33.3,0.85,0.9,3.0,5.0,8.0,1,14.3,3,1.0
GER-Bundesliga,Freiburg,Johan Manzambi,SUI,"FW,MF",19-217,11,335,2,1,27.3,0.81,1.3,3.0,6.0,10.0,2,25.0,6,4.0
GER-Bundesliga,Freiburg,Junior Adamu,AUT,FW,23-347,25,1545,2,2,30.6,0.64,5.5,17.0,7.0,14.0,3,27.3,14,12.0
GER-Bundesliga,Freiburg,Kiliann Sildillia,FRA,DF,23-003,21,801,2,0,28.6,0.22,0.5,7.0,20.0,29.0,10,53.8,11,11.0
GER-Bundesliga,Freiburg,Lucas Höler,GER,"FW,MF",30-313,31,1867,6,4,50.0,0.82,7.7,22.0,34.0,47.0,24,37.5,22,7.0
GER-Bundesliga,Freiburg,Lukas Kübler,GER,DF,32-262,28,1842,5,1,55.6,0.49,2.7,11.0,77.0,78.0,21,56.3,19,53.0
